id,codigo_cie10,nombre,categoria,activo
12915,V83.4,PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO INDUSTRIAL ESPECIAL,V83,True
12916,V83.5,CONDUCTOR DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,V83,True
12917,V83.6,PASAJERO DE VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,V83,True
12918,V83.7,PERSONA QUE VIAJA FUERA DEL VEHICULO INDUSTRIAL ESPECIAL LESIONADA EN ACCIDENTE NO DE TRANSITO,V83,True
12919,V83.9,OCUPANTE NO ESPECIFICADO DEL VEHICULO INDUSTRIAL ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,V83,True
12920,V84,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA USO PRINCIPALMENTE EN AGRICULTURA LESIONADO EN ACCIDENTE DE TRANSPORTE,V84,True
12921,V84.0,CONDUCTOR DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE DE TRANSITO,V84,True
12922,V84.1,PASAJERO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE DE TRANSITO,V84,True
12923,V84.2,PERSONA QUE VIAJA FUERA DEL VEHICULO AGRICOLA ESPECIAL LESIONADA EN ACCIDENTE DE TRANSITO,V84,True
12924,V84.3,OCUPANTE NO ESPECIFICADO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE DE TRANSITO,V84,True
12925,V84.4,PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO AGRICOLA ESPECIAL,V84,True
12926,V84.5,CONDUCTOR DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,V84,True
12927,V84.6,PASAJERO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,V84,True
12928,V84.7,PERSONA QUE VIAJA FUERA DEL VEHICULO AGRICOLA ESPECIAL LESIONADA EN ACCIDENTE NO DE TRANSITO,V84,True
12929,V84.9,OCUPANTE NO ESPECIFICADO DE VEHICULO AGRICOLA ESPECIAL LESIONADO EN ACCIDENTE NO DE TRANSITO,V84,True
12930,V85,OCUPANTE DE VEHICULO ESPECIAL (DE MOTOR) PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSPORTE,V85,True
12931,V85.0,CONDUCTOR DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSITO,V85,True
12932,V85.1,PASAJERO DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSITO,V85,True
12933,V85.2,PERSONA QUE VIAJA FUERA DEL VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADA EN ACCIDENTE DE TRANSITO,V85,True
12934,V85.3,OCUPANTE NO ESPECIFICADO DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO EN ACCIDENTE DE TRANSITO,V85,True
12935,V85.4,PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHICULO ESPECIAL PARA CONSTRUCCION,V85,True
12936,V85.5,CONDUCTOR DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO EN ACCIDENTE NO DE TRANSITO,V85,True
12937,V85.6,PASAJERO DE VEHICULO ESPECIAL PARA CONSTRUCCION LESIONADO EN ACCIDENTE NO DE TRANSITO,V85,True
12938,W87.1,"EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, EN INSTITUCION RESIDENCIAL",W87,True
12939,W87.2,"EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",W87,True
12940,W87.3,"EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, EN AREAS DE DEPORTE Y ATLETISMO",W87,True
12941,W87.4,"EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, EN CALLES Y CARRETERAS",W87,True
12942,W87.5,"EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, EN COMERCIO Y AREA DE SERVICIOS",W87,True
12943,W87.6,"EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",W87,True
12944,W87.7,"EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, EN GRANJA",W87,True
12945,W87.8,"EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, EN OTRO LUGAR ESPECIFICADO",W87,True
12946,W87.9,"EXPOSICION A CORRIENTE ELECTRICA NO ESPECIFICADA, EN LUGAR NO ESPECIFICADO",W87,True
12947,W88,"EXPOSICION A RADIACION IONIZANTE, EN",W88,True
12948,W88.0,"EXPOSICION A RADIACION IONIZANTE, EN VIVIENDA",W88,True
12949,W88.1,"EXPOSICION A RADIACION IONIZANTE, EN INSTITUCION RESIDENCIAL",W88,True
12950,W88.2,"EXPOSICION A RADIACION IONIZANTE, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",W88,True
12951,W88.3,"EXPOSICION A RADIACION IONIZANTE, EN AREAS DE DEPORTE Y ATLETISMO",W88,True
12952,W88.4,"EXPOSICION A RADIACION IONIZANTE, EN CALLES Y CARRETERAS",W88,True
12953,W88.5,"EXPOSICION A RADIACION IONIZANTE, EN COMERCIO Y AREA DE SERVICIOS",W88,True
12954,W88.6,"EXPOSICION A RADIACION IONIZANTE, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",W88,True
12955,W88.7,"EXPOSICION A RADIACION IONIZANTE, EN GRANJA",W88,True
12956,W88.8,"EXPOSICION A RADIACION IONIZANTE, EN OTRO LUGAR ESPECIFICADO",W88,True
12957,W88.9,"EXPOSICION A RADIACION IONIZANTE, EN LUGAR NO ESPECIFICADO",W88,True
12958,W89,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL",W89,True
12959,W89.0,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN VIVIENDA",W89,True
12960,W89.1,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN INSTITUCION RESIDENCIAL",W89,True
12961,W89.2,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",W89,True
12962,W89.3,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN AREAS DE DEPORTE Y ATLETISMO",W89,True
12963,W89.4,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN CALLES Y CARRETERAS",W89,True
12964,W89.5,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN COMERCIO Y AREA DE SERVICIOS",W89,True
12965,W89.6,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",W89,True
12966,W89.7,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN GRANJA",W89,True
12967,W89.8,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN OTRO LUGAR ESPECIFICADO",W89,True
12968,W89.9,"EXPOSICION A FUENTE DE LUZ VISIBLE Y ULTRAVIOLETA, DE ORIGEN ARTIFICIAL, EN LUGAR NO ESPECIFICADO",W89,True
12969,W90,EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE,W90,True
12970,W90.0,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN VIVIENDA",W90,True
12971,W90.1,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN INSTITUCION RESIDENCIAL",W90,True
12972,W90.2,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",W90,True
12973,W90.3,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN AREAS DE DEPORTE Y ATLETISMO",W90,True
12974,W90.4,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN CALLES Y CARRETERAS",W90,True
12975,W90.5,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN COMERCIO Y AREA DE SERVICIOS",W90,True
12976,W90.6,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",W90,True
12977,W90.7,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN GRANJA",W90,True
12978,W90.8,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN OTRO LUGAR ESPECIFICADO",W90,True
12979,W90.9,"EXPOSICION A OTROS TIPOS DE RADIACION NO IONIZANTE, EN LUGAR NO ESPECIFICADO",W90,True
12980,W91,EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO,W91,True
12981,W91.0,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN VIVIENDA",W91,True
12982,W91.1,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN INSTITUCION RESIDENCIAL",W91,True
12983,W91.2,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",W91,True
12984,W91.3,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN AREAS DE DEPORTE Y ATLETISMO",W91,True
12985,W91.4,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN CALLES Y CARRETERAS",W91,True
12986,W91.5,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN COMERCIO Y AREA DE SERVICIOS",W91,True
12987,W91.6,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",W91,True
12988,W91.7,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN GRANJA",W91,True
12989,W91.8,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN OTRO LUGAR ESPECIFICADO",W91,True
12990,W91.9,"EXPOSICION A RADIACION DE TIPO NO ESPECIFICADO, EN LUGAR NO ESPECIFICADO",W91,True
12991,W92,EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL,W92,True
12992,W92.0,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN VIVIENDA",W92,True
12993,W92.1,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN INSTITUCION RESIDENCIAL",W92,True
12994,W92.2,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",W92,True
12995,W92.3,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN AREAS DE DEPORTE Y ATLETISMO",W92,True
12996,W92.4,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN CALLES Y CARRETERAS",W92,True
12997,W92.5,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN COMERCIO Y AREA DE SERVICIOS",W92,True
12998,W92.6,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",W92,True
12999,W92.7,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN GRANJA",W92,True
13000,W92.8,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN OTRO LUGAR ESPECIFICADO",W92,True
13001,W92.9,"EXPOSICION A CALOR EXCESIVO DE ORIGEN ARTIFICIAL, EN LUGAR NO ESPECIFICADO",W92,True
13002,W93,EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL,W93,True
13003,W93.0,"EXPOSICION A FRIO EXCESIVO DE ORIGEN ARTIFICIAL, EN VIVIENDA",W93,True
13004,X77.5,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN COMERCIO Y AREA DE SERVICIOS",X77,True
13005,X77.6,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",X77,True
13006,X77.7,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN GRANJA",X77,True
13007,X77.8,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN OTRO LUGAR ESPECIFICADO",X77,True
13008,X77.9,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, EN LUGAR NO ESPECIFICADO",X77,True
13009,X78,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE,X78,True
13010,X78.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN VIVIENDA",X78,True
13011,X78.1,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN INSTITUCION RESIDENCIAL",X78,True
13012,X78.2,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",X78,True
13013,X78.3,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN AREAS DE DEPORTE Y ATLETISMO",X78,True
13014,X78.4,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN CALLES Y CARRETERAS",X78,True
13015,X78.5,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN COMERCIO Y AREA DE SERVICIOS",X78,True
13016,X78.6,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",X78,True
13017,X78.7,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN GRANJA",X78,True
13018,X78.8,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN OTRO LUGAR ESPECIFICADO",X78,True
13019,X78.9,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO CORTANTE, EN LUGAR NO ESPECIFICADO",X78,True
13020,X79,LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO,X79,True
13021,X79.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN VIVIENDA",X79,True
13022,X79.1,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN INSTITUCION RESIDENCIAL",X79,True
13023,X79.2,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",X79,True
13024,X79.3,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN AREAS DE DEPORTE Y ATLETISMO",X79,True
13025,X79.4,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN CALLES Y CARRETERAS",X79,True
13026,X79.5,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN COMERCIO Y AREA DE SERVICIOS",X79,True
13027,X79.6,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",X79,True
13028,X79.7,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN GRANJA",X79,True
13029,X79.8,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN OTRO LUGAR ESPECIFICADO",X79,True
13030,X79.9,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR OBJETO ROMO O SIN FILO, EN LUGAR NO ESPECIFICADO",X79,True
13031,X80,LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO,X80,True
13032,X80.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN VIVIENDA",X80,True
13033,X80.1,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN INSTITUCION RESIDENCIAL",X80,True
13034,X80.2,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",X80,True
13035,X80.3,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN AREAS DE DEPORTE Y ATLETISMO",X80,True
13036,X80.4,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN CALLES Y CARRETERAS",X80,True
13037,X80.5,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN COMERCIO Y AREA DE SERVICIOS",X80,True
13038,X80.6,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",X80,True
13039,X80.7,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN GRANJA",X80,True
13040,X80.8,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN OTRO LUGAR ESPECIFICADO",X80,True
13041,X80.9,"LESION AUTOINFLIGIDA INTENCIONALMENTE AL SALTAR DESDE UN LUGAR ELEVADO, EN LUGAR NO ESPECIFICADO",X80,True
13042,X81,LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO,X81,True
13043,X81.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN VIVIENDA",X81,True
13044,X81.1,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN INSTITUCION RESIDENCIAL",X81,True
13045,X81.2,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",X81,True
13046,X81.3,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN AREAS DE DEPORTE Y ATLETISMO",X81,True
13047,X81.4,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN CALLES Y CARRETERAS",X81,True
13048,X81.5,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN COMERCIO Y AREA DE SERVICIOS",X81,True
13049,X81.6,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN AREA INDUSTRIAL Y DE LA CONSTRUCCION",X81,True
13050,X81.7,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN GRANJA",X81,True
13051,X81.8,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN OTRO LUGAR ESPECIFICADO",X81,True
13052,X81.9,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR ARROJARSE O COLOCARSE DELANTE DE OBJETO EN MOVIMIENTO, EN LUGAR NO ESPECIFICADO",X81,True
13053,X82,LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR,X82,True
13054,X82.0,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN VIVIENDA",X82,True
13055,X82.1,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN INSTITUCION RESIDENCIAL",X82,True
13056,X82.2,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",X82,True
13057,X82.3,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN AREAS DE DEPORTE Y ATLETISMO",X82,True
13058,X82.4,"LESION AUTOINFLIGIDA INTENCIONALMENTE POR COLISION DE VEHICULO DE MOTOR, EN CALLES Y CARRETERAS",X82,True
13059,Y75,DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS,Y75,True
13060,Y75.0,"DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO",Y75,True
13061,Y75.1,"DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS ) Y DE REHABILITACION",Y75,True
13062,Y75.2,"DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS",Y75,True
13063,Y75.3,"DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)",Y75,True
13064,Y75.8,"DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE",Y75,True
13065,Y76,DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS,Y76,True
13066,Y76.0,"DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO",Y76,True
13067,Y76.1,"DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS ) Y DE REHABILITACION",Y76,True
13068,Y76.2,"DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS",Y76,True
13069,Y76.3,"DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS, INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)",Y76,True
13070,Y76.8,"DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE",Y76,True
13071,Y77,DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS,Y77,True
13072,Y77.0,"DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO",Y77,True
13073,Y77.1,"DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS ) Y DE REHABILITACION",Y77,True
13074,Y77.2,"DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS",Y77,True
13075,Y77.3,"DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS, INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)",Y77,True
13076,Y77.8,"DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE",Y77,True
13077,Y78,APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS,Y78,True
13078,Y78.0,"APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO",Y78,True
13079,Y78.1,"APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS ) Y DE REHABILITACION",Y78,True
13080,Y78.2,"APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS",Y78,True
13081,Y78.3,"APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)",Y78,True
13082,Y78.8,"APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE",Y78,True
13083,Y79,DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS,Y79,True
13084,Y79.0,"DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO",Y79,True
13085,Y79.1,"DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS ) Y DE REHABILITACION",Y79,True
13086,Y79.2,"DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS",Y79,True
13087,Y79.3,"DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS, INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)",Y79,True
13088,Y79.8,"DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS, DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE",Y79,True
