id,codigo_cie10,nombre,categoria,activo
5184,M18.2,"ARTROSIS POSTRAUMATICA DE LA PRIMERA ARTICULACION CARPOMETACARPIANA, BILATERAL",M18,True
5185,K91.5,SINDROME POSTCOLECISTECTOMIA,K91,True
5186,K91.8,"OTROS TRASTORNOS DEL SISTEMA DIGESTIVO CONSECUTIVOS A PROCEDIMIENTOS, NO CLASIFICADOS EN OTRA PARTE",K91,True
5187,K91.9,TRASTORNO NO ESPECIFICADO DEL SISTEMA DIGESTIVO CONSECUTIVO A PROCEDIMIENTOS,K91,True
5188,K92,OTRAS ENFERMEDADES DEL SISTEMA DIGESTIVO,K92,True
5189,K92.0,HEMATEMESIS,K92,True
5190,K92.1,MELENA,K92,True
5191,K92.2,"HEMORRAGIA GASTROINTESTINAL, NO ESPECIFICADA",K92,True
5192,K92.8,OTRAS ENFERMEDADES ESPECIFICADAS DEL SISTEMA DIGESTIVO,K92,True
5193,K92.9,"ENFERMEDAD DEL SISTEMA DIGESTIVO, NO ESPECIFICADA",K92,True
5194,K93,TRASTORNOS DE OTROS ORGANOS DIGESTIVOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,K93,True
5195,K93.0,"TRASTORNOS TUBERCULOSOS DEL INTESTINO, PERITONEO Y GANGLIOS MESENTERICOS (A18.3+)",K93,True
5196,K93.1,MEGACOLON EN LA ENFERMEDAD DE CHAGAS (B57.3+),K93,True
5197,K93.8,TRASTORNOS DE OTROS ORGANOS DIGESTIVOS ESPECIFICADOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,K93,True
5198,L00,SINDROME ESTAFILOCOCICO DE LA PIEL ESCALDADA,L00,True
5199,L01,IMPETIGO,L01,True
5200,L01.0,IMPETIGO [CUALQUIER SITIO ANATOMICO] [CUALQUIER ORGANISMO],L01,True
5201,L01.1,IMPETIGINIZACION DE OTRAS DERMATOSIS,L01,True
5202,L02,"ABSCESO CUTANEO, FURUNCULO Y ANTRAX",L02,True
5203,L02.0,"ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE LA CARA",L02,True
5204,L02.1,"ABSCESO CUTANEO, FURÀNCULO Y ANTRAX DEL CUELLO",L02,True
5205,L02.2,"ABSCESO CUTANEO, FURUNCULO Y ANTRAX DEL TRONCO",L02,True
5206,L02.3,"ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE GLUTEOS",L02,True
5207,L02.4,"ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE MIEMBRO",L02,True
5208,L02.8,"ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE OTROS SITIOS",L02,True
5209,L02.9,"ABSCESO CUTANEO, FURUNCULO Y ANTRAX DE SITIO NO ESPECIFICADO",L02,True
5210,L03,CELULITIS,L03,True
5211,L03.0,CELULITIS DE LOS DEDOS DE LA MANO Y DEL PIE,L03,True
5212,L03.1,CELULITIS DE OTRAS PARTES DE LOS MIEMBROS,L03,True
5213,L03.2,CELULITIS DE LA CARA,L03,True
5214,L03.3,CELULITIS DEL TRONCO,L03,True
5215,L03.8,CELULITIS DE OTROS SITIOS,L03,True
5216,L03.9,CELULITIS DE SITIO NO ESPECIFICADO,L03,True
5217,L04,LINFADENITIS AGUDA,L04,True
5218,L04.0,"LINFADENITIS AGUDA DE CARA, CABEZA Y CUELLO",L04,True
5219,L04.1,LINFADENITIS AGUDA DEL TRONCO,L04,True
5220,L04.2,LINFADENITIS AGUDA DEL MIEMBRO SUPERIOR,L04,True
5221,L04.3,LINFADENITIS AGUDA DEL MIEMBRO INFERIOR,L04,True
5222,L04.8,LINFADENITIS AGUDA DE OTROS SITIOS,L04,True
5223,L04.9,LINFADENITIS AGUDA DE SITIO NO ESPECIFICADO,L04,True
5224,L05,QUISTE PILONIDAL,L05,True
5225,L05.0,QUISTE PILONIDAL CON ABSCESO,L05,True
5226,L05.9,QUISTE PILONIDAL SIN ABSCESO,L05,True
5227,L08,OTRAS INFECCIONES LOCALES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,L08,True
5228,L08.0,PIODERMA,L08,True
5229,L08.1,ERITRASMA,L08,True
5230,L08.8,OTRAS INFECCIONES LOCALES ESPECIFICADAS DE LA PIEL Y DEL TEJIDO SUBCUTANEO,L08,True
5231,L08.9,"INFECCION LOCAL DE LA PIEL Y DEL TEJIDO SUBCUTANEO, NO ESPECIFICADA",L08,True
5232,L10,PENFIGO,L10,True
5233,L10.0,PENFIGO VULGAR,L10,True
5234,L10.1,PENFIGO VEGETANTE,L10,True
5235,L10.2,PENFIGO FOLIACEO,L10,True
5236,L10.3,PENFIGO BRASILEÑO [FOGO SELVAGEM],L10,True
5237,L10.4,PENFIGO ERITEMATOSO,L10,True
5238,L10.5,PENFIGO INDUCIDO POR DROGAS,L10,True
5239,L10.8,OTROS PENFIGOS,L10,True
5240,L10.9,"PENFIGO, NO ESPECIFICADO",L10,True
5241,L11,OTROS TRASTORNOS ACANTOLITICOS,L11,True
5242,L11.0,QUERATOSIS FOLICULAR ADQUIRIDA,L11,True
5243,L11.1,DERMATOSIS ACANTOLITICA TRANSITORIA [GROVER],L11,True
5244,L11.8,OTROS TRASTORNOS ACANTOLITICOS ESPECIFICADOS,L11,True
5245,L11.9,"TRASTORNO ACANTOLITICO, NO ESPECIFICADO",L11,True
5246,L12,PENFIGOIDE,L12,True
5247,L12.0,PENFIGOIDE FLICTENULAR,L12,True
5248,L12.1,PENFIGOIDE CICATRICIAL,L12,True
5249,L12.2,ENFERMEDAD FLICTENULAR CRONICA DE LA INFANCIA,L12,True
5250,L12.3,EPIDERMOLISIS BULLOSA ADQUIRIDA,L12,True
5251,L12.8,OTROS PENFIGOIDES,L12,True
5252,L12.9,"PENFIGOIDE, NO ESPECIFICADO",L12,True
5253,L13,OTROS TRASTORNOS FLICTENULARES,L13,True
5254,L13.0,DERMATITIS HERPETIFORME,L13,True
5255,L13.1,DERMATITIS PUSTULOSA SUBCORNEAL,L13,True
5256,L13.8,OTROS TRASTORNOS FLICTENULARES ESPECIFICADOS,L13,True
5257,L13.9,"TRASTORNO FLICTENULAR, NO ESPECIFICADO",L13,True
5258,L14,TRASTORNOS FLICTENULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,L14,True
5259,L20,DERMATITIS ATOPICA,L20,True
5260,L20.0,PRURIGO DE BESNIER,L20,True
5261,L20.8,OTRAS DERMATITIS ATOPICAS,L20,True
5262,L20.9,"DERMATITIS ATOPICA, NO ESPECIFICADA",L20,True
5263,L21,DERMATITIS SEBORREICA,L21,True
5264,L21.0,SEBORREA CAPITIS,L21,True
5265,L21.1,DERMATITIS SEBORREICA INFANTIL,L21,True
5266,L21.8,OTRAS DERMATITIS SEBORREICAS,L21,True
5267,L21.9,"DERMATITIS SEBORREICA, NO ESPECIFICADA",L21,True
5268,L22,DERMATITIS DEL PAÑAL,L22,True
5269,L23,DERMATITIS ALERGICA DE CONTACTO,L23,True
5270,L23.0,DERMATITIS ALERGICA DE CONTACTO DEBIDA A METALES,L23,True
5271,L23.1,DERMATITIS ALERGICA DE CONTACTO DEBIDA A ADHESIVOS,L23,True
5272,L23.2,DERMATITIS ALERGICA DE CONTACTO DEBIDA A COSMETICOS,L23,True
5273,L23.3,DERMATITIS ALERGICA DE CONTACTO DEBIDA A DROGAS EN CONTACTO CON LA PIEL,L23,True
5274,L23.4,DERMATITIS ALERGICA DE CONTACTO DEBIDA A COLORANTES,L23,True
5275,L23.5,DERMATITIS ALERGICA DE CONTACTO DEBIDA A OTROS PRODUCTOS QUIMICOS,L23,True
5276,L23.6,DERMATITIS ALERGICA DE CONTACTO DEBIDA A ALIMENTOS EN CONTACTO CON LA PIEL,L23,True
5277,L23.7,"DERMATITIS ALERGICA DE CONTACTO DEBIDA A PLANTAS, EXCEPTO LAS ALIMENTICIAS",L23,True
5278,L23.8,DERMATITIS ALERGICA DE CONTACTO DEBIDA A OTROS AGENTES,L23,True
5279,L23.9,"DERMATITIS ALERGICA DE CONTACTO, DE CAUSA NO ESPECIFICADA",L23,True
5280,L24,DERMATITIS DE CONTACTO POR IRRITANTES,L24,True
5281,L24.0,"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A DETERGENTES",L24,True
5282,L24.1,"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A ACEITES Y GRASAS",L24,True
5283,L24.2,"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A DISOLVENTES",L24,True
5284,L24.3,"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A COSMETICOS",L24,True
5285,L24.4,"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A DROGAS EN CONTACTO CON LA PIEL",L24,True
5286,L24.5,"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A OTROS PRODUCTOS QUIMICOS",L24,True
5287,L24.6,"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A ALIMENTOS EN CONTACTO CON LA PIEL",L24,True
5288,L24.7,"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A PLANTAS, EXCEPTO LAS ALIMENTICIAS",L24,True
5289,L24.8,"DERMATITIS DE CONTACTO POR IRRITANTES, DEBIDA A OTROS AGENTES",L24,True
5290,L24.9,"DERMATITIS DE CONTACTO POR IRRITANTES, DE CAUSA NO ESPECIFICADA",L24,True
5291,L25,"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA",L25,True
5292,L25.0,"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A COSMETICOS",L25,True
5293,L25.1,"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A DROGAS EN CONTACTO CON LA PIEL",L25,True
5294,L25.2,"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A COLORANTES",L25,True
5295,L25.3,"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A OTROS PRODUCTOS QUIMICOS",L25,True
5296,L25.4,"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A ALIMENTOS EN CONTACTO CON LA PIEL",L25,True
5297,L25.5,"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A PLANTAS, EXCEPTO LAS ALIMENTICIAS",L25,True
5298,L25.8,"DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A OTROS AGENTES",L25,True
5299,L25.9,"DERMATITIS DE CONTACTO, FORMA Y CAUSA NO ESPECIFICADAS",L25,True
5300,L26,DERMATITIS EXFOLIATIVA,L26,True
5301,L27,DERMATITIS DEBIDA A SUSTANCIAS INGERIDAS,L27,True
5302,L27.0,ERUPCION CUTANEA GENERALIZADA DEBIDA A DROGAS Y MEDICAMENTOS,L27,True
5303,L27.1,ERUPCION CUTANEA LOCALIZADA DEBIDA A DROGAS Y MEDICAMENTOS,L27,True
5304,L27.2,DERMATITIS DEBIDA A INGESTION DE ALIMENTOS,L27,True
5305,L27.8,DERMATITIS DEBIDA A OTRAS SUSTANCIAS INGERIDAS,L27,True
5306,L27.9,DERMATITIS DEBIDA A SUSTANCIAS INGERIDAS NO ESPECIFICADAS,L27,True
5307,L28,LIQUEN SIMPLE CRONICO Y PRURIGO,L28,True
5308,L28.0,LIQUEN SIMPLE CRONICO,L28,True
5309,L28.1,PRURIGO NODULAR,L28,True
5310,L28.2,OTROS PRURIGOS,L28,True
5311,L29,PRURITO,L29,True
5312,L29.0,PRURITO ANAL,L29,True
5313,L29.1,PRURITO ESCROTAL,L29,True
5314,L29.2,PRURITO VULVAR,L29,True
5315,L29.3,"PRURITO ANOGENITAL, NO ESPECIFICADO",L29,True
5316,L29.8,OTROS PRURITOS,L29,True
5317,L29.9,"PRURITO, NO ESPECIFICADO",L29,True
5318,L30,OTRAS DERMATITIS,L30,True
5319,L30.0,DERMATITIS NUMULAR,L30,True
5320,L30.1,DISHIDROSIS [PONFOLIX],L30,True
5321,L30.2,AUTOSENSIBILIZACION CUTANEA,L30,True
5322,L30.3,DERMATITIS INFECCIOSA,L30,True
5323,L30.4,ERITEMA INTERTRIGO,L30,True
5324,L30.5,PITIRIASIS ALBA,L30,True
5325,L30.8,OTRAS DERMATITIS ESPECIFICADAS,L30,True
5326,L30.9,"DERMATITIS, NO ESPECIFICADA",L30,True
5327,L40,PSORIASIS,L40,True
5328,L40.0,PSORIASIS VULGAR,L40,True
5329,L40.1,PSORIASIS PUSTULOSA GENERALIZADA,L40,True
5330,L40.2,ACRODERMATITIS CONTINUA,L40,True
5331,L40.3,PUSTULOSIS PALMAR Y PLANTAR,L40,True
5332,L40.4,PSORIASIS GUTTATA,L40,True
5333,L40.5,"ARTROPATIA PSORIASICA (M07.0*-M07.3*, M09.0*)",L40,True
5334,L40.8,OTRAS PSORIASIS,L40,True
5335,L40.9,"PSORIASIS, NO ESPECIFICADA",L40,True
5336,L41,PARAPSORIASIS,L41,True
5337,L41.0,PITIRIASIS LIQUENOIDE Y VARIOLIFORME AGUDA,L41,True
5338,L41.1,PITIRIASIS LIQUENOIDE CRONICA,L41,True
5339,L41.2,PAPULOSIS LINFOMATOIDE,L41,True
5340,L41.3,PARAPSORIASIS EN PLACAS PEQUEÑAS,L41,True
5341,L41.4,PARAPSORIASIS EN PLACAS GRANDES,L41,True
5342,L41.5,PARAPSORIASIS RETIFORME,L41,True
5343,L41.8,OTRAS PARAPSORIASIS,L41,True
5344,L41.9,"PARAPSORIASIS, NO ESPECIFICADA",L41,True
5345,L42,PITIRIASIS ROSADA,L42,True
5346,L43,LIQUEN PLANO,L43,True
5347,L43.0,LIQUEN PLANO HIPERTROFICO,L43,True
5348,L43.1,LIQUEN PLANO FLICTENULAR,L43,True
5349,L43.2,REACCION LIQUENOIDE DEBIDA A DROGAS,L43,True
5350,L43.3,LIQUEN PLANO SUBAGUDO (ACTIVO),L43,True
5351,L43.8,OTROS LIQUENES PLANOS,L43,True
5352,L43.9,"LIQUEN PLANO, NO ESPECIFICADO",L43,True
5353,L44,OTROS TRASTORNOS PAPULOESCAMOSOS,L44,True
5354,L44.0,PITIRIASIS RUBRA PILARIS,L44,True
5355,L44.1,LIQUEN NITIDO,L44,True
5356,L44.2,LIQUEN ESTRIADO,L44,True
5357,L44.3,LIQUEN ROJO MONILIFORME,L44,True
5358,L44.8,OTROS TRASTORNOS PAPULOESCAMOSOS ESPECIFICADOS,L44,True
5359,L44.9,"TRASTORNO PAPULOESCAMOSO, NO ESPECIFICADO",L44,True
5360,L45,TRASTORNOS PAPULOESCAMOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,L45,True
5361,L50,URTICARIA,L50,True
5362,L50.0,URTICARIA ALERGICA,L50,True
5363,L50.1,URTICARIA IDIOPATICA,L50,True
5364,L50.2,URTICARIA DEBIDA AL CALOR Y AL FRIO,L50,True
5365,L50.3,URTICARIA DERMATOGRAFICA,L50,True
5366,L50.5,URTICARIA COLINERGICA,L50,True
5367,L50.6,URTICARIA POR CONTACTO,L50,True
5368,L50.8,OTRAS URTICARIAS,L50,True
5369,L50.9,"URTICARIA, NO ESPECIFICADA",L50,True
5370,L51,ERITEMA MULTIFORME,L51,True
5371,L51.0,ERITEMA MULTIFORME NO FLICTENULAR,L51,True
5372,L51.1,ERITEMA MULTIFORME FLICTENULAR,L51,True
5373,L51.2,NECROLISIS EPIDERMICA TOXICA [LYELL],L51,True
5374,L51.8,OTROS ERITEMAS MULTIFORMES,L51,True
5375,L51.9,"ERITEMA MULTIFORME, NO ESPECIFICADO",L51,True
5376,L52,ERITEMA NUDOSO,L52,True
5377,L53,OTRAS AFECCIONES ERITEMATOSAS,L53,True
5378,L53.0,ERITEMA TOXICO,L53,True
5379,L53.1,ERITEMA ANULAR CENTRIFUGO,L53,True
5380,L53.2,ERITEMA MARGINADO,L53,True
5381,L53.3,OTROS ERITEMAS FIGURADOS CRONICOS,L53,True
5382,L53.8,OTRAS AFECCIONES ERITEMATOSAS ESPECIFICADAS,L53,True
5383,L53.9,"AFECCION ERITEMATOSA, NO ESPECIFICADA",L53,True
5384,L54,ERITEMA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,L54,True
5385,L54.0,ERITEMA MARGINADO EN LA FIEBRE REUMATICA AGUDA (I00+),L54,True
5386,L54.8,ERITEMA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,L54,True
5387,L55,QUEMADURA SOLAR,L55,True
5388,L55.0,QUEMADURA SOLAR DE PRIMER GRADO,L55,True
5389,L55.1,QUEMADURA SOLAR DE SEGUNDO GRADO,L55,True
5390,L55.2,QUEMADURA SOLAR DE TERCER GRADO,L55,True
5391,L55.8,OTRAS QUEMADURAS SOLARES,L55,True
5392,L55.9,"QUEMADURA SOLAR, NO ESPECIFICADA",L55,True
5393,L56,OTROS CAMBIOS AGUDOS DE LA PIEL DEBIDOS A RADIACION ULTRAVIOLETA,L56,True
5394,L56.0,RESPUESTA FOTOTOXICA A DROGAS,L56,True
5395,L56.1,RESPUESTA FOTOALERGICA A DROGAS,L56,True
5396,L56.2,DERMATITIS POR FOTOCONTACTO [DERMATITIS DE BERLOQUE],L56,True
5397,L56.3,URTICARIA SOLAR,L56,True
5398,L56.4,ERUPCION POLIMORFA A LA LUZ,L56,True
5399,L56.8,OTROS CAMBIOS AGUDOS ESPECIFICADOS DE LA PIEL DEBIDOS A RADIACION ULTRAVIOLETA,L56,True
5400,L56.9,"CAMBIO AGUDO DE LA PIEL DEBIDO A RADIACION ULTRAVIOLETA, SIN OTRA ESPECIFICACION",L56,True
5401,L57,CAMBIOS DE LA PIEL DEBIDOS A EXPOSICION CRONICA A RADIACION NO IONIZANTE,L57,True
5402,L57.0,QUERATOSIS ACTINICA,L57,True
5403,L57.1,RETICULOIDE ACTINICO,L57,True
5404,L57.2,PIEL ROMBOIDAL DE LA NUCA,L57,True
5405,L57.3,POIQUILODERMIA DE CIVATTE,L57,True
5406,L57.4,PIEL LAXA SENIL,L57,True
5407,L57.5,GRANULOMA ACTINICO,L57,True
5408,L57.8,OTROS CAMBIOS DE LA PIEL DEBIDOS A EXPOSICION CRONICA A RADIACION NO IONIZANTE,L57,True
5409,L57.9,"CAMBIOS DE LA PIEL DEBIDOS A EXPOSICION CRONICA A RADIACION NO IONIZANTE, SIN OTRA ESPECIFICACION",L57,True
5410,L58,RADIODERMATITIS,L58,True
5411,L58.0,RADIODERMATITIS AGUDA,L58,True
5412,L58.1,RADIODERMATITIS CRONICA,L58,True
5413,L58.9,"RADIODERMATITIS, NO ESPECIFICADA",L58,True
5414,L59,OTROS TRASTORNOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO RELACIONADOS CON RADIACION,L59,True
5415,L59.0,ERITEMA AB IGNE [DERMATITIS AB IGNE],L59,True
5416,L59.8,OTROS TRASTORNOS ESPECIFICADOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO RELACIONADOS CON RADIACION,L59,True
5417,L59.9,TRASTORNOS NO ESPECIFICADOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO RELACIONADOS CON RADIACION,L59,True
5418,L60,TRASTORNOS DE LAS UÑAS,L60,True
5419,L60.0,UÑA ENCARNADA,L60,True
5420,L60.1,ONICOLISIS,L60,True
5421,L60.2,ONICOGRIPOSIS,L60,True
5422,L60.3,DISTROFIA UNGUEAL,L60,True
5423,L60.4,LINEAS DE BEAU,L60,True
5424,L60.5,SINDROME DE LA UÑA AMARILLA,L60,True
5425,L60.8,OTROS TRASTORNOS DE LAS UÑAS,L60,True
5426,L60.9,"TRASTORNO DE LA UÑA, NO ESPECIFICADO",L60,True
5427,L62,TRASTORNOS DE LAS UÑAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,L62,True
5428,L62.0,UÑA DEFORME DE LA PAQUIDERMOPERIOSTOSIS (M89.4+),L62,True
5429,L62.8,TRASTORNOS DE LAS UÑAS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,L62,True
5430,L63,ALOPECIA AREATA,L63,True
5431,L63.0,ALOPECIA (CAPITIS) TOTAL,L63,True
5432,L63.1,ALOPECIA UNIVERSAL,L63,True
5433,L63.2,OFIASIS,L63,True
5434,L63.8,OTRAS ALOPECIAS AREATAS,L63,True
5435,L63.9,"ALOPECIA AREATA, NO ESPECIFICADA",L63,True
5436,L64,ALOPECIA ANDROGENA,L64,True
5437,L64.0,"ALOPECIA ANDROGENA, INDUCIDA POR DROGAS",L64,True
5438,L64.8,OTRAS ALOPECIAS ANDROGENAS,L64,True
5439,L64.9,"ALOPECIA ANDROGENA, NO ESPECIFICADA",L64,True
5440,L65,OTRA PERDIDA NO CICATRICIAL DEL PELO,L65,True
5441,L65.0,PERDIDA CAPILAR TELOGENA,L65,True
5442,L65.1,PERDIDA CAPILAR ANAGENA,L65,True
5443,L65.2,ALOPECIA MUCINOSA,L65,True
5444,L65.8,OTRAS PERDIDAS ESPECIFICADAS NO CICATRICIALES DEL PELO,L65,True
5445,L65.9,"PERDIDA NO CICATRICIAL DEL PELO, SIN OTRA ESPECIFICACION",L65,True
5446,L66,ALOPECIA CICATRICIAL [PERDIDA CICATRICIAL DEL PELO],L66,True
5447,L66.0,SEUDOPELADA,L66,True
5448,L66.1,LIQUEN PLANO PILARIS,L66,True
5449,L66.2,FOLICULITIS DECALVANTE,L66,True
5450,L66.3,PERIFOLICULITIS CAPITIS ABSCEDENS,L66,True
5451,L66.4,FOLICULITIS ULERITEMATOSA RETICULADA,L66,True
5452,L66.8,OTRAS ALOPECIAS CICATRICIALES,L66,True
5453,L66.9,"ALOPECIA CICATRICIAL, NO ESPECIFICADA",L66,True
5454,L67,ANORMALIDADES DEL TALLO Y DEL COLOR DEL PELO,L67,True
5455,L67.0,TRICORREXIS NUDOSA,L67,True
5456,L67.1,VARIACION DEL COLOR DEL PELO,L67,True
5457,L67.8,OTRAS ANORMALIDADES DEL TALLO Y DEL COLOR DEL PELO,L67,True
5458,L67.9,ANORMALIDAD NO ESPECIFICADA DEL TALLO Y DEL COLOR DEL PELO,L67,True
5459,L68,HIPERTRICOSIS,L68,True
5460,L68.1,HIPERTRICOSIS LANUGINOSA ADQUIRIDA,L68,True
5461,L68.2,HIPERTRICOSIS LOCALIZADA,L68,True
5462,L68.3,POLITRIQUIA,L68,True
5463,L68.8,OTRAS HIPERTRICOSIS,L68,True
5464,L70,ACNE,L70,True
5465,L70.0,ACNE VULGAR,L70,True
5466,L70.1,ACNE CONGLOBADO,L70,True
5467,L70.2,ACNE VARIOLIFORME,L70,True
5468,L70.3,ACNE TROPICAL,L70,True
5469,L70.5,ACNE EXCORIADO DE LA MUJER JOVEN,L70,True
5470,L70.8,OTROS ACNES,L70,True
5471,L70.9,"ACNE, NO ESPECIFICADO",L70,True
5472,L71,ROSACEA,L71,True
5473,L71.1,RINOFIMA,L71,True
5474,L71.8,OTRAS ROSACEAS,L71,True
5475,L71.9,"ROSACEA, NO ESPECIFICADA",L71,True
5476,L72,QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTANEO,L72,True
5477,L72.0,QUISTE EPIDERMICO,L72,True
5478,L72.2,ESTEATOCISTOMA MULTIPLE,L72,True
5479,L72.8,OTROS QUISTES FOLICULARES DE LA PIEL Y DEL TEJIDO SUBCUTANEO,L72,True
5480,L72.9,"QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTANEO, SIN OTRA ESPECIFICACION",L72,True
5481,L73,OTROS TRASTORNOS FOLICULARES,L73,True
5482,L73.0,ACNE QUELOIDE,L73,True
5483,L73.1,SEUDOFOLICULITIS DE LA BARBA,L73,True
5484,L73.2,HIDRADENITIS SUPURATIVA,L73,True
5485,L73.8,OTROS TRASTORNOS FOLICULARES ESPECIFICADOS,L73,True
5486,L73.9,"TRASTORNO FOLICULAR, NO ESPECIFICADO",L73,True
5487,L74,TRASTORNOS SUDORIPAROS ECRINOS,L74,True
5488,L74.0,MILIARIA RUBRA,L74,True
5489,L74.1,MILIARIA CRISTALINA,L74,True
5490,L74.2,MILIARIA PROFUNDA,L74,True
5491,L74.3,"MILIARIA, NO ESPECIFICADA",L74,True
5492,L74.4,ANHIDROSIS,L74,True
5493,L74.8,OTROS TRASTORNOS SUDORIPAROS ECRINOS,L74,True
5494,L74.9,"TRASTORNO SUDORIPARO ECRINO, NO ESPECIFICADO",L74,True
5495,L75,TRASTORNOS SUDORIPAROS APOCRINOS,L75,True
5496,L75.0,BROMHIDROSIS,L75,True
5497,L75.1,CROMHIDROSIS,L75,True
5498,L75.2,MILIARIA APOCRINA,L75,True
5499,L75.8,OTROS TRASTORNOS SUDORIPAROS APOCRINOS,L75,True
5500,L75.9,"TRASTORNO SUDORIPARO APOCRINO, NO ESPECIFICADO",L75,True
5501,L80,VITILIGO,L80,True
5502,L81,OTROS TRASTORNOS DE LA PIGMENTACION,L81,True
5503,L81.0,HIPERPIGMENTACION POSTINFLAMATORIA,L81,True
5504,L81.1,CLOASMA,L81,True
5505,L81.2,EFELIDE,L81,True
5506,L81.3,MANCHAS CAFE CON LECHE,L81,True
5507,L81.4,OTROS TIPOS DE HIPERPIGMENTACION MELANODERMICA,L81,True
5508,L81.5,"LEUCODERMIA, NO CLASIFICADA EN OTRA PARTE",L81,True
5509,N01.1,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",N01,True
5510,N01.2,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",N01,True
5511,N01.3,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",N01,True
5512,N01.4,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",N01,True
5513,N01.5,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",N01,True
5514,N01.6,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, ENFERMEDAD POR DEPOSITOS DENSOS",N01,True
5515,N01.7,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",N01,True
5516,N01.8,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, OTRAS",N01,True
5517,N01.9,"SINDROME NEFRITICO RAPIDAMENTE PROGRESIVO, NO ESPECIFICADA",N01,True
5518,N02,HEMATURIA RECURRENTE Y PERSISTENTE,N02,True
5519,N02.0,"HEMATURIA RECURRENTE Y PERSISTENTE, ANOMALIA GLOMERULAR MINIMA",N02,True
5520,N02.1,"HEMATURIA RECURRENTE Y PERSISTENTE, LESIONES GLOMERULARES FOCALES Y SEGMENTARIAS",N02,True
5521,N02.2,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS MEMBRANOSA DIFUSA",N02,True
5522,N02.3,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS PROLIFERATIVA MESANGIAL DIFUSA",N02,True
5523,N02.4,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS PROLIFERATIVA ENDOCAPILAR DIFUSA",N02,True
5524,N02.5,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS MESANGIOCAPILAR DIFUSA",N02,True
5525,N02.6,"HEMATURIA RECURRENTE Y PERSISTENTE, ENFERMEDAD POR DEPOSITOS DENSOS",N02,True
5526,N02.7,"HEMATURIA RECURRENTE Y PERSISTENTE, GLOMERULONEFRITIS DIFUSA EN MEDIA LUNA",N02,True
5527,N02.8,"HEMATURIA RECURRENTE Y PERSISTENTE, OTRAS",N02,True
